NetworkID,Genome,Subgroup
18385,Monaco_MBA1747_NODE_306_length_6463_cov_838.961610_weight,MH552516_-weight
18386,Monaco_MBA1747_NODE_401_length_5560_cov_89.669573_weight,KT264785
18387,Monaco_MBA1747_NODE_414_length_5504_cov_14.019637_weight,Monaco_MBA1747_NODE_414_length_5504_cov_14.019637_weight
18388,Monaco_MBA1747_NODE_441_length_5306_cov_24.213674_weight,MG945802_-weight
18389,Monaco_MBA1747_NODE_451_length_5229_cov_140.510630_weight,MH617691_-weight
18390,Monaco_MBA1747_NODE_460_length_5202_cov_13.879347_weight,MG945602_-weight
18391,Monaco_MBA1749_NODE_1036_length_5024_cov_1058.423626_weight,0_weird_MG945816_-weight
18392,Monaco_MBA1749_NODE_881_length_5549_cov_43.603203_weight,KT264821
18393,Monaco_MBA1749_NODE_949_length_5316_cov_237.554647_weight,KT264798_-weight
18394,Monaco_MBA1750_NODE_1162_length_5270_cov_12.925407_weight,Monaco_MBA1750_NODE_1162_length_5270_cov_12.925407_weight
18395,Monaco_MBA1750_NODE_1345_length_4757_cov_29.334538_weight,MG945609
18396,Monaco_MBA1750_NODE_1392_length_4671_cov_11.691075_weight,MG945418
18397,Monaco_MBA1750_NODE_1407_length_4644_cov_45.964916_weight,MG945196
18398,Monaco_MBA1750_NODE_255_length_13395_cov_242.175412_weight,MG945831
18399,Monaco_MBA1753_NODE_17_length_4680_cov_192.521081_weight,MG945418
18400,Monaco_MBA1753_NODE_8_length_6510_cov_173.064601_weight,Minot_Diet_SRR5088939_NODE_249_length_6528_cov_55.666770_weight
18401,Monaco_MBA1754_NODE_22_length_6618_cov_25.201432_weight,Monaco_MBA1754_NODE_22_length_6618_cov_25.201432_weight
18402,Monaco_MBA1754_NODE_24_length_6549_cov_208.506160_weight,0_QRNO01000065_Prevotella_stercorea_weight
18403,Monaco_MBA1754_NODE_25_length_6546_cov_723.614543_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
18404,Monaco_MBA1754_NODE_26_length_6397_cov_6.478713_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
18405,Monaco_MBA1754_NODE_29_length_5989_cov_1047.086451_weight,MG945515_-weight
18406,Monaco_MBA1754_NODE_34_length_5376_cov_114.501222_weight,Monaco_MBA1747_NODE_414_length_5504_cov_14.019637_weight
18407,Monaco_MBA1754_NODE_35_length_5018_cov_139.117469_weight,0_weird_MG945816_-weight
18408,Monaco_MBA1754_NODE_37_length_4965_cov_7.893075_weight,0_weird_MG945816_-weight
18409,Monaco_MBA1755_NODE_485_length_4923_cov_51.045399_weight,0_weird_MG945816_-weight
18410,Monaco_MBA1756_NODE_516_length_5541_cov_3.400838_weight,0_QRNO01000065_Prevotella_stercorea_weight
18411,Monaco_MBA1758_NODE_188_length_10281_cov_55.971054_weight,Minot_Diet_LF_HF_2016_3_454_NODE_90_length_6061_cov_6.396866_weight
18412,Monaco_MBA1758_NODE_538_length_5304_cov_4.055439_weight,Monaco_MBA1747_NODE_414_length_5504_cov_14.019637_weight
18413,Monaco_MBA1759_NODE_102_length_5507_cov_19.058327_weight,Monaco_MBA1759_NODE_102_length_5507_cov_19.058327_weight
18414,Monaco_MBA1759_NODE_114_length_4989_cov_13.626267_weight,KT264830
18415,Monaco_MBA1759_NODE_117_length_4884_cov_72.718368_weight,KT264804
18416,Monaco_MBA1759_NODE_127_length_4697_cov_61.920724_weight,MH616748
18417,Monaco_MBA1759_NODE_129_length_4619_cov_240.853637_weight,Monaco_MBA1759_NODE_129_length_4619_cov_240.853637_weight
18418,Monaco_MBA1760_NODE_58_length_6976_cov_1254.505996_weight,Monaco_MBA1760_NODE_58_length_6976_cov_1254.505996_weight
18419,Monaco_MBA1760_NODE_67_length_6253_cov_29.866893_weight,MG945360
18420,Monaco_MBA1761_NODE_23_length_6362_cov_755.299191_weight,Human_feces_B_007_weight
18421,Monaco_MBA1761_NODE_24_length_6351_cov_360.678367_weight,Human_feces_B_007_weight
18422,Monaco_MBA1761_NODE_28_length_5719_cov_66.607521_weight,MG945200_-weight
18423,Monaco_MBA1761_NODE_30_length_5505_cov_25.889358_weight,KR704914
18424,Monaco_MBA1761_NODE_32_length_5380_cov_207.424038_weight,Monaco_MBA1761_NODE_32_length_5380_cov_207.424038_weight
18425,Monaco_MBA1761_NODE_33_length_5279_cov_448.321593_weight,Human_gut_27_035_weight
18426,Monaco_MBA1761_NODE_38_length_5213_cov_553.110314_weight,MG945402_-weight
18427,Monaco_MBA1761_NODE_40_length_5016_cov_6.488006_weight,Monaco_MBA1761_NODE_40_length_5016_cov_6.488006_weight
18428,Monaco_MBA1761_NODE_43_length_4826_cov_41.514148_weight,MH552544
18429,Monaco_MBA1761_NODE_44_length_4619_cov_6872.319018_weight,MH552483
18430,Monaco_MBA4001_NODE_610_length_4674_cov_9.502490_weight,Monaco_MBA4001_NODE_610_length_4674_cov_9.502490_weight
18431,Monaco_MBA4009_NODE_306_length_6144_cov_206.379865_weight,Human_gut_30_040_weight
18432,Monaco_MBA4009_NODE_331_length_5855_cov_57.774310_weight,0_weird_MG945383_-weight
18433,Monaco_MBA4011_NODE_1065_length_6339_cov_5.835455_weight,Human_feces_B_007_weight
18434,Monaco_MBA4013_NODE_350_length_4741_cov_55.512804_weight,Monaco_MBA4013_NODE_350_length_4741_cov_55.512804_weight
18435,Monaco_MBA4020_NODE_14_length_6693_cov_292.808225_weight,0_SJXE01000020_Corallincola_sp._DASS28_weight
18436,Monaco_MBA4020_NODE_16_length_6252_cov_63.288527_weight,MG945360
18437,Monaco_MBA4021_NODE_33_length_5879_cov_63.522321_weight,0_weird_MG945383_-weight
18438,Monaco_MBA4021_NODE_38_length_5633_cov_4.595195_weight,0_weird_MG945383_-weight
18439,Monaco_MBA4026_NODE_128_length_6406_cov_109.327350_weight,MG641181
18440,Monaco_MBA4026_NODE_148_length_5896_cov_6.111625_weight,Monaco_MBA4026_NODE_148_length_5896_cov_6.111625_weight
18441,Monaco_MBA4026_NODE_165_length_5583_cov_398.638929_weight,Monaco_MBA4026_NODE_165_length_5583_cov_398.638929_weight
18442,Monaco_MBA4026_NODE_174_length_5457_cov_56.810811_weight,Monaco_MBA4026_NODE_174_length_5457_cov_56.810811_weight
18443,Monaco_MBA4026_NODE_175_length_5432_cov_119.375488_weight,Monaco_MBA4026_NODE_175_length_5432_cov_119.375488_weight
18444,Monaco_MBA4026_NODE_176_length_5316_cov_6.176772_weight,Monaco_MBA4026_NODE_176_length_5316_cov_6.176772_weight
18445,Monaco_MBA4026_NODE_182_length_5249_cov_77.683481_weight,MG945402_-weight
18446,Monaco_MBA4026_NODE_187_length_5175_cov_31.692578_weight,Monaco_MBA4026_NODE_187_length_5175_cov_31.692578_weight
18447,Monaco_MBA4026_NODE_206_length_4983_cov_109.003044_weight,Monaco_MBA4026_NODE_206_length_4983_cov_109.003044_weight
18448,Monaco_MBA4027_NODE_36_length_11333_cov_55.317964_weight,Monaco_MBA4027_NODE_36_length_11333_cov_55.317964_weight
18449,Monaco_MBA4027_NODE_68_length_5902_cov_22.724474_weight,0_weird_MG945383_-weight
18450,Monaco_MBA4027_NODE_82_length_5327_cov_88.011950_weight,Monaco_MBA4027_NODE_82_length_5327_cov_88.011950_weight
18451,Monaco_MBA4027_NODE_87_length_5188_cov_56.416326_weight,Monaco_MBA4027_NODE_36_length_11333_cov_55.317964_weight
18452,Monaco_MBA4027_NODE_92_length_4797_cov_445.936314_weight,MH552544
18453,Monaco_MBA4028_NODE_125_length_6460_cov_56.266198_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
18454,Monaco_MBA4028_NODE_129_length_6339_cov_11.079249_weight,0_QRNO01000065_Prevotella_stercorea_weight
18455,Monaco_MBA4028_NODE_196_length_5361_cov_44.624387_weight,Monaco_MBA4028_NODE_196_length_5361_cov_44.624387_weight
18456,Monaco_MBA4031_NODE_115_length_10011_cov_2288.080554_weight,MG945913
18457,Monaco_MBA4031_NODE_166_length_7306_cov_39.653013_weight,Monaco_MBA1155_NODE_98_length_5550_cov_495.790537_weight
18458,Monaco_MBA4031_NODE_223_length_5865_cov_284.449398_weight,0_weird_MG945383_-weight
18459,Monaco_MBA4031_NODE_230_length_5768_cov_39.108524_weight,KT264796_-weight
18460,Monaco_MBA4031_NODE_252_length_5331_cov_15.547763_weight,Monaco_MBA4026_NODE_176_length_5316_cov_6.176772_weight
18461,Monaco_MBA4031_NODE_254_length_5326_cov_8.796433_weight,MG945402_-weight
18462,Monaco_MBA4031_NODE_255_length_5322_cov_32.724511_weight,Monaco_MBA4031_NODE_255_length_5322_cov_32.724511_weight
18463,Monaco_MBA4031_NODE_260_length_5271_cov_50.751342_weight,Monaco_MBA1155_NODE_117_length_5188_cov_7.060588_weight
18464,Monaco_MBA4031_NODE_262_length_5227_cov_91.703210_weight,Monaco_MBA4031_NODE_262_length_5227_cov_91.703210_weight
18465,Monaco_MBA4031_NODE_275_length_5035_cov_96.270281_weight,KT264830
18466,Monaco_MBA4031_NODE_284_length_4951_cov_8.211397_weight,0_weird_MG945816_-weight
18467,Monaco_MBA4031_NODE_297_length_4806_cov_99.605557_weight,MG945484
18468,Monaco_MBA4031_NODE_324_length_4363_cov_13.779712_weight,KT264781
18469,Monaco_MBA4031_NODE_91_length_11971_cov_102.914653_weight,Human_gut_27_035_weight
18470,Monaco_MBA4037_NODE_10_length_5542_cov_7.205941_weight,KT264773_-weight
18471,Monaco_MBA4037_NODE_3_length_6741_cov_467.669010_weight,0_VCOW01000045_Pseudomonas_aeruginosa_weight
18472,Monaco_MBA4037_NODE_4_length_6550_cov_31.701771_weight,Minot_Diet_SRR5088939_NODE_249_length_6528_cov_55.666770_weight
18473,Monaco_MBA4037_NODE_5_length_6502_cov_939.555917_weight,Minot_Diet_SRR5088939_NODE_249_length_6528_cov_55.666770_weight
18474,Monaco_MBA4037_NODE_6_length_6147_cov_197.968155_weight,MG945515_-weight
18475,Monaco_MBA4037_NODE_8_length_5762_cov_10.368495_weight,0_weird_MG945383_-weight
18476,Monaco_MBA4037_NODE_9_length_5682_cov_14.478941_weight,Monaco_MBA4037_NODE_9_length_5682_cov_14.478941_weight
18477,Monaco_MBA4038_NODE_109_length_6786_cov_13.038330_weight,MG945299_-weight
18478,Monaco_MBA4038_NODE_123_length_5995_cov_143.349832_weight,Monaco_MBA4038_NODE_123_length_5995_cov_143.349832_weight
18479,Monaco_MBA4038_NODE_131_length_5645_cov_174.279964_weight,Human_gut_31_126_weight
18480,Monaco_MBA4038_NODE_139_length_5331_cov_39.119030_weight,Monaco_MBA4027_NODE_36_length_11333_cov_55.317964_weight
18481,Monaco_MBA4038_NODE_145_length_5183_cov_13.823128_weight,0_weird_KX513865_-weight
18482,Monaco_MBA4038_NODE_152_length_4933_cov_24.786593_weight,0_weird_MG945816_-weight
18483,Monaco_MBA4038_NODE_80_length_8531_cov_32.446319_weight,KT264756_-weight
18484,Mycoplasma_Reyes_2015_F23_T1_NODE_60_length_5379_cov_11.907083_weight,Mycoplasma_Reyes_2015_F23_T1_NODE_60_length_5379_cov_11.907083_weight
18485,NC_001330,0_Bullavirinae_NC_001420
18486,NC_001330_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18487,NC_001422,0_Bullavirinae_NC_001420
18488,NC_001422_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18489,NC_001730,0_Bullavirinae_NC_001420
18490,NC_001730_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18491,NC_001741,MG883715
18492,NC_001741_-weight,MG883715
18493,NC_001998,AE002163
18494,NC_001998_-weight,AE002163
18495,NC_002180,AE002163
18496,NC_002180_-weight,AE002163_-weight
18497,NC_002194,AE002163
18498,NC_002194_-weight,AE002163_-weight
18499,NC_002643,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
18500,NC_002643_-weight,MH992207_-weight
18501,NC_003438,NC_003438
18502,NC_003438_-weight,NC_003438_-weight
18503,NC_003438_weight,NC_003438_weight
18504,NC_007461,AE002163
18505,NC_007461_-weight,AY769964_-weight
18506,NC_007817,0_Bullavirinae_NC_001420
18507,NC_007817_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18508,NC_007821,0_Bullavirinae_NC_001420
18509,NC_007821_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18510,NC_007856,0_Bullavirinae_NC_001420
18511,NC_007856_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18512,NC_012868,0_Bullavirinae_NC_001420
18513,NC_012868_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
18514,NC_015785,HQ264138
18515,NC_015785_-weight,HQ264138_-weight
18516,NC_018862,NC_018862
18517,NC_018862_-weight,NC_018862_-weight
18518,NC_022790,KC131021
18519,NC_022790_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
18520,NC_027633,KM589498
18521,NC_027633_-weight,KM589498_-weight
18522,NC_027634,0_Stokavirinae_KM589499
18523,NC_027634_-weight,0_Stokavirinae_KM589499
18524,NC_027635,0_Aravirinae_KM589504
18525,NC_027635_-weight,0_Aravirinae_KM589500
18526,NC_027636,KM589501_-weight
18527,NC_027636_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
18528,NC_027637,KM589502
18529,NC_027637_-weight,KM589502_-weight
18530,NC_027638,0_Aravirinae_KM589503
18531,NC_027638_-weight,0_Aravirinae_KM589503_-weight
18532,NC_027639,0_Aravirinae_KM589504
18533,NC_027639_-weight,0_Aravirinae_KM589504_-weight
18534,NC_027640,0_Aravirinae_KM589505
18535,NC_027640_-weight,0_Aravirinae_KM589505
18536,NC_027641,0_Stokavirinae_KM589499
18537,NC_027641_-weight,0_Stokavirinae_KM589506_-weight
18538,NC_027642,0_DRRF01000562_Methylophaga_sp._fragment_weight
18539,NC_027642_-weight,KM589508_-weight
18540,NC_027643,0_Aravirinae_KM589504
18541,NC_027643_-weight,0_Aravirinae_KM589509_-weight
18542,NC_027643_weight,NC_027643_weight
18543,NC_027644,0_Aravirinae_KM589504
18544,NC_027644_-weight,0_Aravirinae_KM589510_-weight
18545,NC_027645,KM589511
18546,NC_027645_-weight,NC_027645_-weight
18547,NC_027646,0_Aravirinae_KM589504
18548,NC_027646_-weight,0_Aravirinae_KM589512_-weight
18549,NC_027647,0_Aravirinae_KM589504
18550,NC_027647_-weight,0_Pichovirinae_KM589513_-weight
18551,NC_027648,KM589514
18552,NC_027648_-weight,KM589514_-weight
18553,NC_028993,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
18554,NC_028993_-weight,KP823395_-weight
18555,NC_028994,0_DRRF01000562_Methylophaga_sp._fragment_weight
18556,NC_028994_-weight,0_RGEG01000159_Flavobacteriia_bacterium_weight
18557,NC_029012,0_CZAG01000003_Parabacteroides_merdae_weight
18558,NC_029012_-weight,0_CZAG01000003_Parabacteroides_merdae_weight
18559,NC_029014,0_CZAG01000003_Parabacteroides_merdae_weight
18560,NC_029014_-weight,0_CZAG01000003_Parabacteroides_merdae_weight
18561,NC_030458,KR704913
18562,NC_030458_-weight,KR704913_-weight
18563,NC_030472,KR704913
18564,NC_030472_-weight,KR704913_-weight
18565,NC_030476,KR704914
18566,NC_030476_-weight,KR704914_-weight
18567,NC_040328,MG641184
18568,NC_040328_-weight,MG641184_-weight
18569,NC_040329,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
18570,NC_040329_-weight,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight
18571,NC_040341,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
18572,NC_040341_-weight,Human_feces_B_007_weight
18573,NC_040342,MG641183
18574,NC_040342_-weight,MG641183_-weight
18575,NC_040349,MG641187
18576,NC_040349_-weight,MG641187_-weight
18577,NC_040350,MG641182_-weight
18578,NC_040350_-weight,MG641182_-weight
18579,NC_040373,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
18580,NC_040373_-weight,MG641186_-weight
18581,NC_040374,0_Shukshmavirinae_MG641185
18582,NC_040374_-weight,0_Shukshmavirinae_MG641185_-weight
18583,NC_040375,MG641181
18584,NC_040375_-weight,MG641181_-weight
18585,NSCC01000046.1_weight,AARDKW010000020.1_weight
18586,NWRV01000002.1_weight,AARDKW010000020.1_weight
18587,NZ_BFFT01000021_weight,AARDKW010000020.1_weight
18588,NZ_BFGA01000002_weight,AARDKW010000020.1_weight
18589,NZ_BFKL01000002_weight,AARDKW010000020.1_weight
18590,NZ_BGHK01000016_weight,AARDKW010000020.1_weight
18591,NZ_BGHX01000135_weight,AARDKW010000020.1_weight
18592,NZ_BICB01000013_weight,AARDKW010000020.1_weight
18593,NZ_CP010122_Ecoli_C5_weight,AARDKW010000020.1_weight
18594,NZ_CP015229_Ecoli_06-00048_weight,AARDKW010000020.1_weight
18595,NZ_CP022690_Kosakonia_cowanii_strain_Esp_Z_weight,AAAFAM010000008_weight
18596,NZ_CYAS01000031_Ecoli_201534_aEPEC_weight,AARDKW010000020.1_weight
18597,NZ_CYFD01000013_Ecoli_403523_weight,AARDKW010000020.1_weight
18598,NZ_CYFR01000027_Ecoli_G302544_weight,AARDKW010000020.1_weight
18599,NZ_JXUH01000043_Ecoli_131/07_weight,AARDKW010000020.1_weight
18600,NZ_JZMH01000001_Ecoli_HT2012EP08_weight,AARDKW010000020.1_weight
18601,NZ_JZMN01000001_Ecoli_HT2012EP03_weight,AARDKW010000020.1_weight
18602,NZ_JZMW01000153_Ecoli_HT2012DB23_weight,AARDKW010000020.1_weight
18603,NZ_JZMX01000110_HT2012N12_weight,AARDKW010000020.1_weight
18604,NZ_JZND01000022_weight,AARDKW010000020.1_weight
18605,NZ_JZNF01000013_Ecoli_HT2012DB15_weight,AARDKW010000020.1_weight
18606,NZ_JZNH01000041_weight,AARDKW010000020.1_weight
18607,NZ_JZNI01000007_weight,AARDKW010000020.1_weight
18608,NZ_JZNL01000028_weight,AARDKW010000020.1_weight
18609,NZ_JZNS01000038_weight,AARDKW010000020.1_weight
18610,NZ_JZNV01000079_Ecoli_HT2012092_weight,AARDKW010000020.1_weight
18611,NZ_JZNW01000179_HT2012098_weight,AARDKW010000020.1_weight
18612,NZ_JZOD01000076_Ecoli_HT2012004_weight,AARDKW010000020.1_weight
18613,NZ_JZOF01000021_weight,AARDKW010000020.1_weight
18614,NZ_JZOL01000106_Ecoli_HT2012039_weight,AARDKW010000020.1_weight
18615,NZ_JZOP01000103_Ecoli_HT2012009_weight,AARDKW010000020.1_weight
18616,NZ_JZOS01000011_weight,AARDKW010000020.1_weight
18617,NZ_JZOV01000043_weight,AARDKW010000020.1_weight
18618,NZ_JZOW01000052_weight,AARDKW010000020.1_weight
18619,NZ_JZPF01000165_Ecoli_HT2012073_weight,AARDKW010000020.1_weight
18620,NZ_JZPI01000038_weight,AARDKW010000020.1_weight
18621,NZ_JZPQ01000005_HT201266_weight,AARDKW010000020.1_weight
18622,NZ_JZPT01000240_Ecoli_HT2012160_weight,AARDKW010000020.1_weight
18623,NZ_JZPY01000120_Ecoli_HT2012147_weight,AARDKW010000020.1_weight
18624,NZ_JZPZ01000031_Ecoli_HT2012146_weight,AARDKW010000020.1_weight
18625,NZ_JZQA01000025_Ecoli_HT2012096_weight,AARDKW010000020.1_weight
18626,NZ_JZQG01000062_weight,AARDKW010000020.1_weight
18627,NZ_JZQK01000131_HT2012124_weight,AARDKW010000020.1_weight
18628,NZ_JZQT01000057_weight,AARDKW010000020.1_weight
18629,NZ_JZQU01000104_HT2012095_weight,AARDKW010000020.1_weight
18630,NZ_LIVI01000020_Ecoli_304_weight,AARDKW010000020.1_weight
18631,NZ_LOPD01000013_Ecoli_G301_weight,AARDKW010000020.1_weight
18632,NZ_LOPE01000019_Ecoli_G303_weight,AARDKW010000020.1_weight
18633,NZ_LOPO01000097_Ecoli_G51_weight,AARDKW010000020.1_weight
18634,NZ_LPYC01000202_CFSAN025105_weight,AARDKW010000020.1_weight
18635,NZ_LPYE01000173_CFSAN025100_weight,AARDKW010000020.1_weight
18636,NZ_LPYF01000206_CFSAN025101_weight,AARDKW010000020.1_weight
18637,NZ_LPZD01000010_Ecoli_CFSAN025105_weight,AARDKW010000020.1_weight
18638,NZ_LT160614_Enterobacter_cloacae_strain_NH52_weight,AAAFAM010000008_weight
18639,NZ_LVPP01000067_Ecoli_sheep_20_weight,AARDKW010000020.1_weight
18640,NZ_MZBN01000005_SentericaChester_84-1315_weight,AARDKW010000020.1_weight
18641,NZ_NBDF01000039_Ecoli_Sum2013WWKANeu53_weight,AARDKW010000020.1_weight
18642,NZ_NJSK01000007_Ecoli_MOD1-EC2703_weight,AARDKW010000020.1_weight
18643,NZ_NLKE01000049_Ecoli_strain_MOD1-EC5627_weight,AARDKW010000020.1_weight
18644,NZ_NLRI01000019_Ecoli_MOD1-EC5181_weight,AARDKW010000020.1_weight
18645,NZ_NLUT01000003_Ecoli_MOD01-EC5005_weight,AARDKW010000020.1_weight
18646,NZ_NMBT01000003_Ecoli_MOD1-EC6156_weight,AARDKW010000020.1_weight
18647,NZ_NMBU01000011_Ecoli_MOD1-EC6155_weight,AARDKW010000020.1_weight
18648,NZ_NMEU01000021_Ecoli_MOD1-EC6019_weight,AARDKW010000020.1_weight
18649,NZ_NMJO01000040_Ecoli_MOD1-EC6266_weight,AARDKW010000020.1_weight
18650,NZ_NOBE01000024_Ecoli_MOD1-5840_weight,AARDKW010000020.1_weight
18651,NZ_NOFF01000026_Ecoli_MOD1-EC52000_weight,AARDKW010000020.1_weight
18652,NZ_NOFY01000025_Ecoli_MOD1-EC5156_weight,AARDKW010000020.1_weight
18653,NZ_NOGA01000025_Ecoli_Mod1-EC5154_weight,AARDKW010000020.1_weight
18654,NZ_NOGE01000022_Ecoli_MOD1EC5150_weight,AARDKW010000020.1_weight
18655,NZ_OEDI01000042_Ecoli_JHI5002_weight,AARDKW010000020.1_weight
18656,NZ_PIJS01000026_Ecoli_1724L1724_weight,AARDKW010000020.1_weight
18657,NZ_PTSA01000028_Ecoli_MOD1-EC6163_weight,AARDKW010000020.1_weight
18658,NZ_PTSN01000025_Ecoli_MOD1-EC6098_weight,AARDKW010000020.1_weight
18659,NZ_PTSO01000029_Ecoli_MOD1-EC6097_weight,AARDKW010000020.1_weight
18660,NZ_UCUN01000018_VREC0417_weight,AARDKW010000020.1_weight
18661,NZ_UCWD01000054_Ecoli_VREC0441_weight,AARDKW010000020.1_weight
18662,NZ_UCWK01000051_Ecoli_VREC0439_weight,AARDKW010000020.1_weight
18663,NZ_UCXG01000014_Ecoli_VREC0483_weight,AARDKW010000020.1_weight
18664,NZ_UCXM01000001_Ecoli_VREC0476_weight,AARDKW010000020.1_weight
18665,NZ_UCYG01000002_Ecoli_VREC0506_weight,AARDKW010000020.1_weight
18666,NZ_UCYL01000019_Ecoli_VREC503_weight,AARDKW010000020.1_weight
18667,NZ_UCYV01000015_Ecoli_VREC504_weight,AARDKW010000020.1_weight
18668,NZ_UCZA01000033_Ecoli_VREC0535_weight,AARDKW010000020.1_weight
18669,NZ_UDBR01000019_Ecoli_VREC0615_weight,AARDKW010000020.1_weight
18670,NZ_UEJR01000034_Ecoli_VREC0546_weight,AARDKW010000020.1_weight
18671,NZ_UEJZ01000015_Ecoli_VREC0481_weight,AARDKW010000020.1_weight
18672,NZ_UEKF01000017_Ecoli_VREC0416_weight,AARDKW010000020.1_weight
18673,NZ_UGDQ01000001_Ecoli_NCTC9043_weight,AARDKW010000020.1_weight
18674,NZ_VDMM01000073_weight,AARDKW010000020.1_weight
18675,NZ_VEVD01000139_weight,AARDKW010000020.1_weight
18676,NZ_WMJZ01000007_part1_weight,AAAFAM010000008_weight
18677,NZ_WMJZ01000007_part2_weight,NZ_WMJZ01000007_part2_weight
18678,Nadia_combined_trimmed_NODE_1738_length_7076_cov_93.539239_weight,Human_feces_A_034_weight
18679,Nadia_combined_trimmed_NODE_1891_length_6793_cov_400.076729_weight,MG641187_-weight
18680,Nadia_combined_trimmed_NODE_1927_length_6728_cov_675.503971_weight,First_Zuo_N6_NODE_237_length_12664_cov_18.164486_weight
18681,Nadia_combined_trimmed_NODE_1980_length_6633_cov_1415.293706_weight,Ly_CA13_ion_torrent_NODE_103_length_6554_cov_19.050623_weight
18682,Nadia_combined_trimmed_NODE_1984_length_6629_cov_26301.602981_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
18683,Nadia_combined_trimmed_NODE_2116_length_6412_cov_207.993708_weight,0_SNQI01000009_Gramella_jeungdoensis_weight
18684,Nadia_combined_trimmed_NODE_2137_length_6390_cov_592.359747_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
18685,Nadia_combined_trimmed_NODE_2233_length_6260_cov_12274.926027_weight,Human_gut_30_040_weight
18686,Nadia_combined_trimmed_NODE_2294_length_6178_cov_310.872611_weight,0_weird_MG945383_-weight
18687,Nadia_combined_trimmed_NODE_2391_length_6058_cov_640.846743_weight,Human_gut_30_040_weight
18688,Nadia_combined_trimmed_NODE_2407_length_6043_cov_470.888945_weight,Human_gut_31_037_weight
18689,Nadia_combined_trimmed_NODE_2589_length_5834_cov_789.680914_weight,Nadia_combined_trimmed_NODE_2589_length_5834_cov_789.680914_weight
18690,Nadia_combined_trimmed_NODE_2603_length_5817_cov_62.569594_weight,Nadia_combined_trimmed_NODE_2603_length_5817_cov_62.569594_weight
18691,Nadia_combined_trimmed_NODE_2642_length_5766_cov_93.177027_weight,Human_gut_30_040_weight
18692,Nadia_combined_trimmed_NODE_2661_length_5746_cov_441.258303_weight,KT264785
18693,Nadia_combined_trimmed_NODE_2685_length_5719_cov_41.527895_weight,Nadia_combined_trimmed_NODE_2685_length_5719_cov_41.527895_weight
18694,Nadia_combined_trimmed_NODE_2715_length_5688_cov_414.202379_weight,0_QAKY01000019_Lactobacillus_fermentum_weight
18695,Nadia_combined_trimmed_NODE_2848_length_5585_cov_34.817902_weight,KT264785
18696,Nadia_combined_trimmed_NODE_2863_length_5569_cov_21.604099_weight,KT264785
18697,Nadia_combined_trimmed_NODE_3094_length_5352_cov_113.632433_weight,Human_feces_D_014_weight
18698,Nadia_combined_trimmed_NODE_3102_length_5346_cov_1381.814591_weight,0_weird_MG945383_-weight
18699,Nadia_combined_trimmed_NODE_3361_length_5151_cov_18.597724_weight,Nadia_combined_trimmed_NODE_3361_length_5151_cov_18.597724_weight
18700,Nadia_combined_trimmed_NODE_3440_length_5099_cov_2509.245638_weight,Nadia_combined_trimmed_NODE_3440_length_5099_cov_2509.245638_weight
18701,Nadia_combined_trimmed_NODE_3608_length_4980_cov_3083.866193_weight,MG945555
18702,Nadia_combined_trimmed_NODE_3859_length_4839_cov_351.780518_weight,MG945479_-weight
18703,Nadia_combined_trimmed_NODE_4225_length_4627_cov_115.797244_weight,Nadia_combined_trimmed_NODE_4225_length_4627_cov_115.797244_weight
18704,Nadia_combined_trimmed_NODE_4233_length_4624_cov_476.173999_weight,KT264780
18705,Nadia_combined_trimmed_NODE_568_length_12187_cov_596.947824_weight,Human_gut_30_040_weight
18706,Nadia_combined_trimmed_NODE_607_length_11770_cov_195.147247_weight,0_weird_MG945383_-weight
18707,Norman_101_NODE_37_length_6788_cov_6666.083618_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
18708,Norman_101_NODE_39_length_6285_cov_5942.526645_weight,Human_feces_B_007_weight
18709,Norman_101_NODE_41_length_5905_cov_37.760171_weight,Human_gut_30_017_weight
18710,Norman_101_NODE_45_length_4722_cov_843.782730_weight,KX513866
18711,Norman_103_NODE_26_length_5072_cov_47.985250_weight,Human_gut_21_019_weight
18712,Norman_104_NODE_28_length_6328_cov_8.985334_weight,Human_feces_C_043_weight
